"Race","County","Candidate","Party","Votes"
"State Senator 15th Senatorial District","Boyle","Rick GIRDLER","Republican","10356"
"State Senator 15th Senatorial District","Lincoln","Rick GIRDLER","Republican","8971"
"State Senator 15th Senatorial District","Pulaski","Rick GIRDLER","Republican","27771"
"State Senator 15th Senatorial District","TotalVotes","Rick GIRDLER","Republican","47098"
