"Race","County","Candidate","Party","Votes"
"State Senator 19th Senatorial District","Jefferson","Morgan McGARVEY","Democratic","50867"
"State Senator 19th Senatorial District","TotalVotes","Morgan McGARVEY","Democratic","50867"
