"Race","County","Candidate","Party","Votes"
"State Senator 17th Senatorial District","Grant","Damon THAYER","Republican","8499"
"State Senator 17th Senatorial District","Grant","Jason STROUDE","Democratic","2478"
"State Senator 17th Senatorial District","Kenton","Damon THAYER","Republican","17903"
"State Senator 17th Senatorial District","Kenton","Jason STROUDE","Democratic","7254"
"State Senator 17th Senatorial District","Scott","Damon THAYER","Republican","18370"
"State Senator 17th Senatorial District","Scott","Jason STROUDE","Democratic","10120"
"State Senator 17th Senatorial District","TotalVotes","Damon THAYER","Republican","44772"
"State Senator 17th Senatorial District","TotalVotes","Jason STROUDE","Democratic","19852"
