"Race","County","Candidate","Party","Votes"
"State Senator 11th Senatorial District","Boone","John SCHICKEL","Republican","46463"
"State Senator 11th Senatorial District","Boone","James FIORELLI","Democratic","19496"
"State Senator 11th Senatorial District","TotalVotes","John SCHICKEL","Republican","46463"
"State Senator 11th Senatorial District","TotalVotes","James FIORELLI","Democratic","19496"
