"Race","County","Candidate","Party","Votes"
"Circuit Judge 4th Judicial Circuit 1st Division Unexpired Term","Hopkins","Chris OGLESBY","Nonpartisan","14696"
"Circuit Judge 4th Judicial Circuit 1st Division Unexpired Term","TotalVotes","Chris OGLESBY","Nonpartisan","14696"
