"Race","County","Candidate","Party","Votes"
"Circuit Judge 35th Judicial Circuit 2nd Division Unexpired Term","Pike","Howard Keith HALL","Nonpartisan","14742"
"Circuit Judge 35th Judicial Circuit 2nd Division Unexpired Term","Pike","Donald DJ SMITH JR","Nonpartisan","4869"
"Circuit Judge 35th Judicial Circuit 2nd Division Unexpired Term","Pike","Ira Edsel BRANHAM","Nonpartisan","2407"
"Circuit Judge 35th Judicial Circuit 2nd Division Unexpired Term","TotalVotes","Howard Keith HALL","Nonpartisan","14742"
"Circuit Judge 35th Judicial Circuit 2nd Division Unexpired Term","TotalVotes","Donald DJ SMITH JR","Nonpartisan","4869"
"Circuit Judge 35th Judicial Circuit 2nd Division Unexpired Term","TotalVotes","Ira Edsel BRANHAM","Nonpartisan","2407"
