"Race","County","Candidate","Party","Votes"
"US Representative 3rd Congressional District","Jefferson","John A YARMUTH","Democratic","230672"
"US Representative 3rd Congressional District","Jefferson","Rhonda PALAZZO","Republican","137425"
"US Representative 3rd Congressional District","TotalVotes","John A YARMUTH","Democratic","230672"
"US Representative 3rd Congressional District","TotalVotes","Rhonda PALAZZO","Republican","137425"
