"Race","County","Candidate","Party","Votes"
"State Representative 65th Representative District","Kenton","Charles Buddy WHEATLEY","Democratic","9446"
"State Representative 65th Representative District","Kenton","J DAVIS","Republican","6173"
"State Representative 65th Representative District","TotalVotes","Charles Buddy WHEATLEY","Democratic","9446"
"State Representative 65th Representative District","TotalVotes","J DAVIS","Republican","6173"
