"Race","County","Candidate","Party","Votes"
"State Representative 82nd Representative District","Laurel","Regina Petrey HUFF","Republican","3841"
"State Representative 82nd Representative District","Whitley","Regina Petrey HUFF","Republican","13298"
"State Representative 82nd Representative District","TotalVotes","Regina Petrey HUFF","Republican","17139"
