"Race","County","Candidate","Party","Votes"
"State Representative 86th Representative District","Knox","Tom ODell SMITH","Republican","10959"
"State Representative 86th Representative District","Laurel","Tom ODell SMITH","Republican","5718"
"State Representative 86th Representative District","TotalVotes","Tom ODell SMITH","Republican","16677"
