"Race","County","Candidate","Party","Votes"
"State Representative 88th Representative District","Fayette","Cherlynn STEVENSON","Democratic","16025"
"State Representative 88th Representative District","Fayette","Aaron YATES","Republican","15093"
"State Representative 88th Representative District","TotalVotes","Cherlynn STEVENSON","Democratic","16025"
"State Representative 88th Representative District","TotalVotes","Aaron YATES","Republican","15093"
