"Race","County","Candidate","Party","Votes"
"State Representative 52nd Representative District","McCreary","Ken UPCHURCH","Republican","5808"
"State Representative 52nd Representative District","Pulaski","Ken UPCHURCH","Republican","3160"
"State Representative 52nd Representative District","Wayne","Ken UPCHURCH","Republican","7407"
"State Representative 52nd Representative District","TotalVotes","Ken UPCHURCH","Republican","16375"
