"Race","County","Candidate","Party","Votes"
"State Representative 46th Representative District","Jefferson","Alan Al GENTRY","Democratic","11470"
"State Representative 46th Representative District","Jefferson","Bob DeVORE","Republican","7787"
"State Representative 46th Representative District","TotalVotes","Alan Al GENTRY","Democratic","11470"
"State Representative 46th Representative District","TotalVotes","Bob DeVORE","Republican","7787"
