"Race","County","Candidate","Party","Votes"
"State Representative 95th Representative District","Floyd","Ashley Tackett LAFERTY","Democratic","10094"
"State Representative 95th Representative District","Floyd","William Matt REYNOLDS","Republican","6127"
"State Representative 95th Representative District","Pike","Ashley Tackett LAFERTY","Democratic","626"
"State Representative 95th Representative District","Pike","William Matt REYNOLDS","Republican","1022"
"State Representative 95th Representative District","TotalVotes","Ashley Tackett LAFERTY","Democratic","10720"
"State Representative 95th Representative District","TotalVotes","William Matt REYNOLDS","Republican","7149"
