"Race","County","Candidate","Party","Votes"
"State Representative 94th Representative District","Letcher","Angie HATTON","Democratic","6096"
"State Representative 94th Representative District","Pike","Angie HATTON","Democratic","4435"
"State Representative 94th Representative District","TotalVotes","Angie HATTON","Democratic","10531"
