"Race","County","Candidate","Party","Votes"
"State Representative 85th Representative District","Laurel","Shane BAKER","Republican","6588"
"State Representative 85th Representative District","Pulaski","Shane BAKER","Republican","12118"
"State Representative 85th Representative District","TotalVotes","Shane BAKER","Republican","18706"
