"Race","County","Candidate","Party","Votes"
"State Representative 3rd Representative District","McCracken","Randy BRIDGES","Republican","11334"
"State Representative 3rd Representative District","McCracken","Corbin SNARDON","Democratic","7593"
"State Representative 3rd Representative District","TotalVotes","Randy BRIDGES","Republican","11334"
"State Representative 3rd Representative District","TotalVotes","Corbin SNARDON","Democratic","7593"
