"Race","County","Candidate","Party","Votes"
"State Representative 15th Representative District","Hopkins","Melinda Gibbons PRUNTY","Republican","4067"
"State Representative 15th Representative District","Hopkins","Crystal CHAPPELL","Democratic","1700"
"State Representative 15th Representative District","Muhlenberg","Melinda Gibbons PRUNTY","Republican","9356"
"State Representative 15th Representative District","Muhlenberg","Crystal CHAPPELL","Democratic","4785"
"State Representative 15th Representative District","TotalVotes","Melinda Gibbons PRUNTY","Republican","13423"
"State Representative 15th Representative District","TotalVotes","Crystal CHAPPELL","Democratic","6485"
