"Race","County","Candidate","Party","Votes"
"State Representative 58th Representative District","Shelby","Jennifer Henson DECKER","Republican","15263"
"State Representative 58th Representative District","Shelby","Will BARNETT","Democratic","7983"
"State Representative 58th Representative District","TotalVotes","Jennifer Henson DECKER","Republican","15263"
"State Representative 58th Representative District","TotalVotes","Will BARNETT","Democratic","7983"
