"Race","County","Candidate","Party","Votes"
"State Representative 79th Representative District","Fayette","Susan WESTROM","Democratic","13866"
"State Representative 79th Representative District","Fayette","Jon LARSON","Republican","7838"
"State Representative 79th Representative District","TotalVotes","Susan WESTROM","Democratic","13866"
"State Representative 79th Representative District","TotalVotes","Jon LARSON","Republican","7838"
