"Race","County","Candidate","Party","Votes"
"State Representative 9th Representative District","Christian","Myron B DOSSETT","Republican","7080"
"State Representative 9th Representative District","Hopkins","Myron B DOSSETT","Republican","6164"
"State Representative 9th Representative District","TotalVotes","Myron B DOSSETT","Republican","13244"
