"Race","County","Candidate","Party","Votes"
"State Representative 18th Representative District","Grayson","Samara HEAVRIN","Republican","9700"
"State Representative 18th Representative District","Grayson","Jacob CLARK","Libertarian","1528"
"State Representative 18th Representative District","Hardin","Samara HEAVRIN","Republican","6709"
"State Representative 18th Representative District","Hardin","Jacob CLARK","Libertarian","1826"
"State Representative 18th Representative District","TotalVotes","Samara HEAVRIN","Republican","16409"
"State Representative 18th Representative District","TotalVotes","Jacob CLARK","Libertarian","3354"
