"Race","County","Candidate","Party","Votes"
"State Representative 39th Representative District","Fayette","Matt LOCKETT","Republican","1753"
"State Representative 39th Representative District","Fayette","Carolyn DUPONT","Democratic","1752"
"State Representative 39th Representative District","Jessamine","Matt LOCKETT","Republican","11732"
"State Representative 39th Representative District","Jessamine","Carolyn DUPONT","Democratic","6822"
"State Representative 39th Representative District","TotalVotes","Matt LOCKETT","Republican","13485"
"State Representative 39th Representative District","TotalVotes","Carolyn DUPONT","Democratic","8574"
