"Race","County","Candidate","Party","Votes"
"State Representative 34th Representative District","Jefferson","Mary Lou MARZIAN","Democratic","21263"
"State Representative 34th Representative District","TotalVotes","Mary Lou MARZIAN","Democratic","21263"
