"Race","County","Candidate","Party","Votes"
"State Representative 45th Representative District","Fayette","Killian TIMONEY","Republican","14236"
"State Representative 45th Representative District","Fayette","Shirley Flynn MITCHELL","Democratic","13626"
"State Representative 45th Representative District","TotalVotes","Killian TIMONEY","Republican","14236"
"State Representative 45th Representative District","TotalVotes","Shirley Flynn MITCHELL","Democratic","13626"
