"Race","County","Candidate","Party","Votes"
"State Representative 14th Representative District","Daviess","Scott LEWIS","Republican","9521"
"State Representative 14th Representative District","Ohio","Scott LEWIS","Republican","9783"
"State Representative 14th Representative District","TotalVotes","Scott LEWIS","Republican","19304"
