"Race","County","Candidate","Party","Votes"
"State Representative 100th Representative District","Boyd","Scott L SHARP","Republican","10558"
"State Representative 100th Representative District","Boyd","Terri Branham CLARK","Democratic","8865"
"State Representative 100th Representative District","TotalVotes","Scott L SHARP","Republican","10558"
"State Representative 100th Representative District","TotalVotes","Terri Branham CLARK","Democratic","8865"
