"Race","County","Candidate","Party","Votes"
"State Representative 13th Representative District","Daviess","D J JOHNSON","Republican","9485"
"State Representative 13th Representative District","Daviess","Jim GLENN","Democratic","8167"
"State Representative 13th Representative District","TotalVotes","D J JOHNSON","Republican","9485"
"State Representative 13th Representative District","TotalVotes","Jim GLENN","Democratic","8167"
