"Race","County","Candidate","Party","Votes"
"State Representative 16th Representative District","Logan","Jason PETRIE","Republican","10043"
"State Representative 16th Representative District","Todd","Jason PETRIE","Republican","4527"
"State Representative 16th Representative District","Warren","Jason PETRIE","Republican","1015"
"State Representative 16th Representative District","TotalVotes","Jason PETRIE","Republican","15585"
