"Race","County","Candidate","Party","Votes"
"State Representative 71st Representative District","Garrard","Josh BRAY","Republican","7198"
"State Representative 71st Representative District","Madison","Josh BRAY","Republican","5878"
"State Representative 71st Representative District","Rockcastle","Josh BRAY","Republican","6803"
"State Representative 71st Representative District","TotalVotes","Josh BRAY","Republican","19879"
