"Race","County","Candidate","Party","Votes"
"State Representative 68th Representative District","Campbell","Joseph M FISCHER","Republican","19122"
"State Representative 68th Representative District","Campbell","Nancy BARDGETT","Democratic","9358"
"State Representative 68th Representative District","TotalVotes","Joseph M FISCHER","Republican","19122"
"State Representative 68th Representative District","TotalVotes","Nancy BARDGETT","Democratic","9358"
