"Race","County","Candidate","Party","Votes"
"State Representative 80th Representative District","Lincoln","David MEADE","Republican","9227"
"State Representative 80th Representative District","Pulaski","David MEADE","Republican","7166"
"State Representative 80th Representative District","TotalVotes","David MEADE","Republican","16393"
