"Race","County","Candidate","Party","Votes"
"State Representative 51st Representative District","Adair","John Bam CARNEY","Republican","7224"
"State Representative 51st Representative District","Adair","Richard STEELE","Democratic","1369"
"State Representative 51st Representative District","Taylor","John Bam CARNEY","Republican","9237"
"State Representative 51st Representative District","Taylor","Richard STEELE","Democratic","3123"
"State Representative 51st Representative District","TotalVotes","John Bam CARNEY","Republican","16461"
"State Representative 51st Representative District","TotalVotes","Richard STEELE","Democratic","4492"
