"Race","County","Candidate","Party","Votes"
"State Representative 29th Representative District","Jefferson","Kevin D BRATCHER","Republican","15298"
"State Representative 29th Representative District","Jefferson","Suzanne KUGLER","Democratic","12201"
"State Representative 29th Representative District","TotalVotes","Kevin D BRATCHER","Republican","15298"
"State Representative 29th Representative District","TotalVotes","Suzanne KUGLER","Democratic","12201"
