"Race","County","Candidate","Party","Votes"
"State Representative 76th Representative District","Fayette","Ruth Ann PALUMBO","Democratic","16159"
"State Representative 76th Representative District","TotalVotes","Ruth Ann PALUMBO","Democratic","16159"
