"Race","County","Candidate","Party","Votes"
"State Representative 81st Representative District","Madison","Deanna L FRAZIER","Republican","12019"
"State Representative 81st Representative District","Madison","Mike EAVES","Democratic","9100"
"State Representative 81st Representative District","TotalVotes","Deanna L FRAZIER","Republican","12019"
"State Representative 81st Representative District","TotalVotes","Mike EAVES","Democratic","9100"
