"Race","County","Candidate","Party","Votes"
"State Representative 64th Representative District","Campbell","Kimberly Poore MOSER","Republican","1645"
"State Representative 64th Representative District","Campbell","Larry VARNEY","Democratic","622"
"State Representative 64th Representative District","Kenton","Kimberly Poore MOSER","Republican","16967"
"State Representative 64th Representative District","Kenton","Larry VARNEY","Democratic","6447"
"State Representative 64th Representative District","TotalVotes","Kimberly Poore MOSER","Republican","18612"
"State Representative 64th Representative District","TotalVotes","Larry VARNEY","Democratic","7069"
