"Race","County","Candidate","Party","Votes"
"State Representative 2nd Representative District","Graves","Richard HEATH","Republican","12926"
"State Representative 2nd Representative District","Graves","Joshua GILPIN","Libertarian","2745"
"State Representative 2nd Representative District","McCracken","Richard HEATH","Republican","2558"
"State Representative 2nd Representative District","McCracken","Joshua GILPIN","Libertarian","373"
"State Representative 2nd Representative District","TotalVotes","Richard HEATH","Republican","15484"
"State Representative 2nd Representative District","TotalVotes","Joshua GILPIN","Libertarian","3118"
