"Race","County","Candidate","Party","Votes"
"State Representative 98th Representative District","Boyd","Danny R BENTLEY","Republican","1674"
"State Representative 98th Representative District","Greenup","Danny R BENTLEY","Republican","14862"
"State Representative 98th Representative District","TotalVotes","Danny R BENTLEY","Republican","16536"
