"Race","County","Candidate","Party","Votes"
"State Representative 7th Representative District","Daviess","Suzanne MILES","Republican","10885"
"State Representative 7th Representative District","Henderson","Suzanne MILES","Republican","2578"
"State Representative 7th Representative District","Union","Suzanne MILES","Republican","5384"
"State Representative 7th Representative District","TotalVotes","Suzanne MILES","Republican","18847"
