"Race","County","Candidate","Party","Votes"
"State Representative 84th Representative District","Harlan","Chris FUGATE","Republican","4820"
"State Representative 84th Representative District","Harlan","Kenneth R HALL","Democratic","1253"
"State Representative 84th Representative District","Perry","Chris FUGATE","Republican","7278"
"State Representative 84th Representative District","Perry","Kenneth R HALL","Democratic","3103"
"State Representative 84th Representative District","TotalVotes","Chris FUGATE","Republican","12098"
"State Representative 84th Representative District","TotalVotes","Kenneth R HALL","Democratic","4356"
