"Race","County","Candidate","Party","Votes"
"State Representative 32nd Representative District","Jefferson","Tina BOJANOWSKI","Democratic","13047"
"State Representative 32nd Representative District","Jefferson","G Hunt ROUNSAVALL JR","Republican","11244"
"State Representative 32nd Representative District","TotalVotes","Tina BOJANOWSKI","Democratic","13047"
"State Representative 32nd Representative District","TotalVotes","G Hunt ROUNSAVALL JR","Republican","11244"
