"Race","County","Candidate","Party","Votes"
"State Representative 57th Representative District","Franklin","Derrick W GRAHAM","Democratic","13202"
"State Representative 57th Representative District","Franklin","Gary Reed STRATTON","Republican","8301"
"State Representative 57th Representative District","TotalVotes","Derrick W GRAHAM","Democratic","13202"
"State Representative 57th Representative District","TotalVotes","Gary Reed STRATTON","Republican","8301"
