"Race","County","Candidate","Party","Votes"
"State Representative 20th Representative District","Warren","Patti MINTER","Democratic","9568"
"State Representative 20th Representative District","Warren","Leanette LOPEZ","Independent","4114"
"State Representative 20th Representative District","TotalVotes","Patti MINTER","Democratic","9568"
"State Representative 20th Representative District","TotalVotes","Leanette LOPEZ","Independent","4114"
